-42, -17.5
-41.9867, -17.5044
-41.9474, -17.5169
-41.8833, -17.5368
-41.7951, -17.5632
-41.6837, -17.5953
-41.5498, -17.6323
-41.394, -17.6731
-41.2168, -17.7168
-41.0189, -17.7622
-40.8008, -17.8083
-40.5629, -17.8538
-40.3057, -17.8976
-40.0296, -17.9387
-39.7349, -17.9759
-39.4222, -18.0078
-39.0918, -18.0335
-38.7445, -18.0516
-38.381, -18.0612
-38.0018, -18.0615
-37.6078, -18.053
-37.1996, -18.0361
-36.778, -18.0116
-36.3437, -17.9803
-35.8974, -17.9427
-35.4397, -17.8996
-34.9714, -17.8515
-34.4931, -17.799
-34.0055, -17.7425
-33.5092, -17.6826
-33.0049, -17.6199
-32.4932, -17.5551
-31.9747, -17.4885
-31.45, -17.4208
-30.9193, -17.3526
-30.3831, -17.2847
-29.8418, -17.2175
-29.2958, -17.1518
-28.7454, -17.088
-28.191, -17.0267
-27.6331, -16.9686
-27.0721, -16.9143
-26.5083, -16.8649
-25.9421, -16.8211
-25.3739, -16.784
-24.8043, -16.7543
-24.2337, -16.7328
-23.6627, -16.7194
-23.092, -16.7118
-22.5222, -16.7075
-21.9538, -16.7046
-21.3875, -16.7016
-20.8236, -16.6971
-20.263, -16.6898
-19.706, -16.6787
-19.1532, -16.6624
-18.605, -16.6401
-18.0617, -16.6106
-17.5237, -16.5732
-16.9913, -16.5271
-16.4648, -16.4715
-15.9446, -16.406
-15.431, -16.3303
-14.9244, -16.2441
-14.4247, -16.1477
-13.9317, -16.0414
-13.4455, -15.9259
-12.9662, -15.8018
-12.4936, -15.6693
-12.028, -15.5289
-11.5693, -15.3809
-11.1178, -15.2257
-10.6733, -15.0636
-10.2357, -14.8948
-9.8049, -14.72
-9.38096, -14.5396
-8.9636, -14.3542
-8.55256, -14.1641
-8.14766, -13.9696
-7.74873, -13.7714
-7.35555, -13.5699
-6.96789, -13.3654
-6.58558, -13.1585
-6.20849, -12.9495
-5.83634, -12.7385
-5.46888, -12.5255
-5.10584, -12.3105
-4.747, -12.0936
-4.39225, -11.8749
-4.0415, -11.6546
-3.69466, -11.4327
-3.35163, -11.2097
-3.01225, -10.9856
-2.67627, -10.7606
-2.34332, -10.5349
-2.01298, -10.3085
-1.68493, -10.0817
-1.35886, -9.85467
-1.0343, -9.62753
-0.710818, -9.4006
-0.388005, -9.17425
-0.0654699, -8.9489
0.257265, -8.72496
0.580612, -8.50284
0.904644, -8.2829
1.22937, -8.06546
1.55494, -7.85068
1.88146, -7.6387
2.20893, -7.4298
2.53733, -7.22424
2.86676, -7.02232
3.19733, -6.82432
3.529, -6.63064
3.86175, -6.44167
4.19574, -6.25769
4.53121, -6.079
4.86833, -5.906
5.20732, -5.73914
5.54841, -5.57884
5.89187, -5.42553
6.23783, -5.27966
6.58644, -5.14163
6.93781, -5.01178
7.29204, -4.89042
7.64908, -4.77781
8.0088, -4.67421
8.37103, -4.57986
8.73561, -4.49499
9.10242, -4.41967
9.47141, -4.35382
9.84275, -4.29698
10.2166, -4.24858
10.5932, -4.20806
10.9726, -4.17485
11.355, -4.14849
11.7404, -4.12853
12.1288, -4.11443
12.5202, -4.1056
12.9146, -4.10146
13.3119, -4.1014
13.7117, -4.10488
14.1138, -4.11139
14.518, -4.12055
14.9237, -4.13195
15.331, -4.14514
15.7395, -4.15961
16.1491, -4.1749
16.5599, -4.19055
16.9715, -4.20614
17.3839, -4.22131
17.7971, -4.23569
18.2108, -4.24892
18.6252, -4.26057
19.0404, -4.2702
19.4565, -4.27738
19.8737, -4.28171
20.292, -4.28302
20.7114, -4.28113
21.1321, -4.27577
21.5543, -4.26662
21.9779, -4.25333
22.403, -4.23549
22.8297, -4.2126
23.2581, -4.18418
23.6881, -4.14991
24.1197, -4.1095
24.553, -4.06252
24.9881, -4.00851
25.4252, -3.94701
25.8642, -3.87756
26.3053, -3.79977
26.7488, -3.7133
27.1949, -3.61795
27.6439, -3.51359
28.0962, -3.40009
28.552, -3.27738
29.0117, -3.14547
29.4754, -3.00445
29.9434, -2.85454
30.4157, -2.69596
30.8927, -2.52888
31.3747, -2.35345
31.8621, -2.16979
32.3553, -1.97803
32.8546, -1.77829
33.3604, -1.57074
33.873, -1.35587
34.3928, -1.13436
34.9203, -0.907186
35.4564, -0.675946
36.0023, -0.444181
36.5601, -0.218218
37.135, -0.0135578
37.7282, 0.155047
38.3201, 0.285001
38.8866, 0.377789
39.4037, 0.439061
39.8475, 0.475462
40.1941, 0.493448
40.4195, 0.499453
40.4785, 0.503419
